s_no,station_name,state,district,address,latitude,longitude,owning_organisation
1,K Krishnarjun Rao Filling Station IOCL,Telangana,Bhadradri Kothagudem,National Highway 221 Nakiripeta Telangana-507114,17.6420704,80.7100788,TATA Power Company Limited
2,"IOCL-Sri Ravi FS, Palvancha",Telangana,Bhadradri Kothagudem,"Indira Nagar Colony, Khammam Vil-221,Kothagudem, Bhadrachalam, Telangana-507115",17.5987811,80.704213,TATA Power Company Limited
3,IOCL Orugallu FS,Telangana,Hanumakonda,Humar Road shyampet Hanumakonda Telangana-506001,17.9852518,79.5716457,TATA Power Company Limited
4,IOCL Balaji FS Yellapur,Telangana,Siddipet,Warangal Karimnagar Hwy Yellapur Telangana-506731,18.0879889,79.0023376,TATA Power Company Limited
5,IOCL Kindhula pullaiah Oil FS,Telangana,Bhadradri Kothagudem,Aswapuram Telangana-507116,17.8408068,80.8265143,TATA Power Company Limited
6,IOCL Balaji Service Station Khamman,Telangana,Khammam,Khammam Urban Khammam dist Telangana-507003,17.2505731,80.1425963,TATA Power Company Limited
7,IOCL Vishwambhara FS,Telangana,Hanumakonda,Warangal,18.1868759,79.6998741,TATA Power Company Limited
8,IOCL Sudhakar SS Huzurabad,Telangana,Karimnagar,Huzurabad karimnagar dist Telangana-505468,18.2018989,79.3945188,TATA Power Company Limited
9,IOCL Sri venkareshwara FS Banswada,Telangana,Kamareddy,Banswada Kamareddy Telangana- 503187,18.3952655,77.87759,TATA Power Company Limited
10,IOCL Santosh SS Vemulawada,Telangana,Rajanna Sircilla,Vemulawada Telangana-505302,18.4598342,78.8657356,TATA Power Company Limited
11,IOCL Sri Ramakrishna FS Manthani Peddapally,Telangana,Peddapalli,Manthani Peddapally Area Telangana-505184,18.6452,79.6684,TATA Power Company Limited
12,IOCL Janapriya FS Yellandu,Telangana,Mahabubabad,Yellandu Bhadradri Kothagudem Telangana-507123,17.5844055,80.0659615,TATA Power Company Limited
13,IOCL Sri laxmi narasimha swamy Filling st Birkoor,Telangana,Kamareddy,"Bikroor, Kamareddy Nizamabad Telangana-503321",18.4569676,77.79995457,TATA Power Company Limited
14,IOCL Prakash FS Nizamabad,Telangana,Nizamabad,Nizamabad Lalitha Telangana- 503001,18.6840417,78.0042703,TATA Power Company Limited
15,IOCL AP prison Department,Telangana,Hanumakonda,"Mattewada, Warangal urban Telangana-506001",17.9945389,79.525725,TATA Power Company Limited
16,IOCL sri sai venkateshwara FS Tekulpally,Telangana,Bhadradri Kothagudem,Khammam Telangana-507123,17.5596926,80.4792957,TATA Power Company Limited
17,IOCL Yadadri Filling station,Telangana,Hanumakonda,Warangal,17.9948936,79.4206553,TATA Power Company Limited
18,Kona Vijay shankar filling station,Telangana,Medchal Malkajgiri,"Survey No. 227/1Bahadurpalle Village Qutubullapur Mandal, Telangana-500043",17.5613,78.4282,TATA Power Company Limited
19,Srinidhi Service station Nizampet,Telangana,Medchal Malkajgiri,"Survey No.305 Nizampet Village Qutubullapur madal, Telangana- 500049",17.5174,78.3786,TATA Power Company Limited
20,"Kona Vijay shankar filling station, Bahadurpalle",Telangana,Medchal Malkajgiri,"Survey No. 227/1Bahadurpalle Village Qutubullapur Mandal, Telangana-500043",17.5613,78.4282,TATA Power Company Limited
21,SLNS FS Rangareddy Nanakramguda,Telangana,Ranga Reddy,"Survey No. 148/2, Nanakramguda serilingampally mandal Rangareddy dist telangana-500032",17.4196,78.3501,TATA Power Company Limited
22,Tejaswi Automobiles Siddipet,Telangana,Siddipet,"S.F. No. 198/3 Hyderabad Road, Pannala, beside HP petrol pump siddipet telangana-502103",18.1018,78.852,TATA Power Company Limited
23,"Hotel vididhi, kothagudem",Telangana,Nalgonda,"survey no. 173/2 174/6 state highway 2 Nam expressway miryalguda highway, modgulapally",16.9918,79.4406,TATA Power Company Limited
24,Synergy car case champapet,Telangana,Hyderabad,"17-1+386/A/2/10, mallareddy complex beside SN reddy gardens sagar road champaper Hyderabad",17.3463,78.5196,TATA Power Company Limited
25,OPDSS Hotels & Resorts Kanimetta,Telangana,Wanaparthy,"NH 44 Bangalore Hyderabad Hway mandal Kothakota kanimetta, Telangana-509381",16.426258,77.939407,TATA Power Company Limited
26,Orange Auto Attapur,Telangana,Hyderabad,"opp pillar No.92, Door no. 13-6- 432/A Gudimalkapur Attapur, Hyderabad-500028",17.38,78.4269,TATA Power Company Limited
27,Orange Auto Medchal,Telangana,Medchal Malkajgiri,Plot No.1 to 10 shree enclave athwelly village medchal Hyderabad-501401,17.6467,78.4385,TATA Power Company Limited
28,IOCL PSVL FS Mungala Mandal,Telangana,Suryapet,Barakathgudem vilage mungala mandal suryapet dist Telangana- 508201,17.0303,79.8545,TATA Power Company Limited
29,IOCL Sri durgamata Nalgonda mandal,Telangana,Nalgonda,"IOCL dealer sy No. 350/Kha GV fudem, N# 65 Nalgonda Mandal Telangana-508001",17.0214664,79.2377007,TATA Power Company Limited
30,IOCL Rajyalaxmi FP Mahaboobnagar,Telangana,Mahabubnagar,,16.7650391,78.1253426,TATA Power Company Limited
31,IOCl Durga Indhan Kando NH 9,Telangana,Sangareddy,"Sy No.809, Kandi village sangareddy mandal Telangana- 502285",17.5590633,78.0551691,TATA Power Company Limited
32,IOCL Sai ratna Ro DVK Road,Telangana,Nalgonda,Indian oil dealer Sy No.128 DVK Road Nalgonda town Telangana- 508001,17.0433256,79.2640436,TATA Power Company Limited
33,IOCL Sri sangameshwara FS Narayankhed,Telangana,Sangareddy,Survey No.29/2AA H.No.2-3-153 Narayankhed Sangareddy dist Telangana,18.0363502,77.7775758,TATA Power Company Limited
34,IOCL RP FS Kattanagoor,Telangana,Nalgonda,"Indian oil dealer sy no. 28-32 Pamanagundla (V), kattanagoor (M) Telangana-508205",17.1784052,79.2578581,TATA Power Company Limited
35,IOCL Sri Sai Raghava Sangareddy,Telangana,Sangareddy,Sy No. 123/AA Sangareddy Telangana-502001,17.6189498,78.093581,TATA Power Company Limited
36,IOCL Laxmi Narasimha sadasivpet,Telangana,Sangareddy,NH. 65 survey No. 35/AA Suraram sadasivpet sangareddy Telangana-502291,17.6279308,77.9058223,TATA Power Company Limited
37,IOCL Express way FS Malkapur,Telangana,Sangareddy,Indian Oil dealer sy no. 210 malkapur village Telangana- 502295,17.5972051,78.0538113,TATA Power Company Limited
38,IOCL Sri sai FS Malkapur,Telangana,Sangareddy,Sy No. 369 malkapur kondapur sangareddy Telangana-502994,17.5993067,78.0493584,TATA Power Company Limited
39,S4 Food court,Telangana,Siddipet,SH I sy No. 9/10 Rimmanaguda village Telangana-502312,17.8625,78.7413,TATA Power Company Limited
40,IOCL Sri Balaji FS Huzurnagar,Telangana,Suryapet,sy No. 243/A1 Gopalapuram (v) Huzurnagar Telangana 508204,16.9125607,79.8452118,TATA Power Company Limited
41,IOCL 7 Hills FS Jedcharla,Telangana,Mahabubnagar,Dhaba opp police s Trg center jadcherla Telangana-509301,16.7936602,78.1401494,TATA Power Company Limited
42,IOCL Raja Rajeshwari FS Jogipet,Telangana,Medak,sy No. 86 jogipet medak dist Telangana-502273,17.9019942,77.9805793,TATA Power Company Limited
43,IOCL Garine Koteshwara Rao & Co Kodada,Telangana,Suryapet,Main Road Khammam X Road Kodada Telangana-508206,16.9943051,79.9741113,TATA Power Company Limited
44,IOCL Sainath Filling station medak,Telangana,Sangareddy,Kohir X Roads (GTK-2006) Medak Dist Telangana-502321,17.6608051,77.7224113,TATA Power Company Limited
45,Select cars SVP Road,Telangana,Warangal,No. 15-1-315 Sri Vishnu priya coplex SVP road (NH 163)beside Ramakrishna Theater,17.7992,79.5856,TATA Power Company Limited
46,"Sree venkateshwara Motors, Bargaon",Telangana,Nizamabad,"No. 1/4, 1A Hyderabad Road Bargaon madhavngar Nizamabad, Telangana-503230",18.6564,77.8599,TATA Power Company Limited
47,"Sree venkateshwara Motors, Nirmal",Telangana,Nirmal,"No. 1/4, 1A Hyderabad Road Bargaon madhavngar Nizamabad, Telangana-503230",19.0822,78.3609,TATA Power Company Limited
48,"Sree venkateshwara Motors, Kamareddy",Telangana,Medak,"No. 1/4, 1A Hyderabad Road Bargaon madhavngar Nizamabad, Telangana-503230",17.9969,78.1566,TATA Power Company Limited
49,Sree venkateshwara Motors Ayesh gardens,Telangana,Nizamabad,4-1-16/2 opp Ayesh garden Achanpally Bodhan,18.6785,77.9165,TATA Power Company Limited
50,IOCL Adhoc AP Prison,Telangana,Hanumakonda,Humar Road FS X HSH+6x2 Ramannapet Warangal Telangana- 506002,17.980503,79.5770141,TATA Power Company Limited
51,IOCl Sai SS Elakaturty,Telangana,Hanumakonda,Elkaturty warangal urban dist karimnagar-505476,18.0962919,79.4460323,TATA Power Company Limited
52,IOCL Sai leela FS Kundanpally,Telangana,Kamareddy,"sy No. 301, Kundanpally Ramagundam karimnagar dist Telangana",18.482853,77.9489108,TATA Power Company Limited
53,IOCL Sri vyshnavi service station -sathupally,Telangana,Khammam,Kistaram sattupalli Khammam dist Telangana,17.2094711,80.7634149,TATA Power Company Limited
54,IOCL Man air petro FS,Telangana,Rajanna Sircilla,Sy.2-60 291/A Karimnagar town Telangana-505001,18.4377226,78.8486702,TATA Power Company Limited
55,IOCL Shiva sai filling point Hanamkonda,Telangana,Hanumakonda,Waddepally Hanmakonda warangal urban Telangana-506370,17.991101,79.5333041,TATA Power Company Limited
56,IOCL NSLV Auto service,Telangana,Suryapet,,17.1554657,79.8321764,TATA Power Company Limited
57,"IOCL - Sri Sainath Filling Station, Mavala",Telangana,Adilabad,"IOCL - Sri Sainath Filling Station, Mavala,Mavala,S V Hanuman,Adilabad",19.6466277,78.5135097,TATA Power Company Limited
58,"IOCL - UNI TRADERS, Itikyal Mandal",Telangana,Jogulamba Gadwal,"IOCL - UNI TRADERS, Itikyal Mandal,Itikyal,Itikyal,Jogulamba, Gadwal",15.9181493,78.0164394,TATA Power Company Limited
59,"IOCL Raghu Vamsi Fs, Mahabubnagar",Telangana,Mahabubnagar,"IOCL Raghu Vamsi Fs, Mahabubnagar,Alampur,Mahabub nagar,Mahabubnagar",16.7614385,78.0563851,TATA Power Company Limited
60,"TML Venkata ramana Motors, Kukatpally",Telangana,Medchal Malkajgiri,"TML Venkata ramana Motors, Kukatpally,Kukatpally,Kukatpally, Balanagar,Medchal",17.4881622,78.3859159,TATA Power Company Limited
61,"TML Venkataramana Motors, Vikarabad",Telangana,Hyderabad,"TML Venkataramana Motors, Vikarabad,Dannaram,Vikarabad,V ikarabad",17.4248759,78.4091293,TATA Power Company Limited
62,"TML Venkataramana Motors, Thandur",Telangana,Vikarabad,"TML Venkataramana Motors, Thandur,Thandur,Thandur,Vikara bad",17.2850506,77.5010502,TATA Power Company Limited
63,"Venkataramana Motors, Gachibowli",Telangana,Ranga Reddy,"Venkataramana Motors, Gachibowli,Gachibowli,Gachibow li,Hyderabad",17.4637693,78.3572892,TATA Power Company Limited
64,"IOCL - SRI SAI RAGHAVA, Sangareddy",Telangana,Sangareddy,"Sangareddy,Sangareddy,Sangared dy",17.5993016,78.0515471,TATA Power Company Limited
65,"IOCL - Bhargavl Fs, Mahabubabad",Telangana,Mahabubabad,"Mahabubabad,Mahabubabad,Mah abubabad",17.6022189,80.0060226,TATA Power Company Limited
66,IOCL-JalGanesh Fs,Telangana,Mulugu,"N. Venkatpuram(Mulugu),N. Venkatpuram(Mulugu),N. Venkatpuram(Mulugu)",18.3121621,80.5483282,TATA Power Company Limited
67,"IOCL - Ganapathy Fs, Jaipur",Telangana,Mancherial,"Chennur,Chennur,Chennur",18.8757438,79.4088339,TATA Power Company Limited
68,IOCL - Police Petrol Pump,Telangana,Adilabad,"Adilabad Town,Adilabad Town,Adilabad Town",19.669739,78.522022,TATA Power Company Limited
69,"IOCL • Onkar Roadlines FP, Andagullapally,",Telangana,Peddapalli,"Peddapalli,Peddapalli,Peddapalli",18.6172266,79.4101607,TATA Power Company Limited
70,"IOCL - Kalyani Fs, Oglapur",Telangana,Hanumakonda,"Damera (Hanamkonda Rural),Damera (Hanamkonda Rural),Damera (Hanamkonda Rural)",18.0310952,79.552493,TATA Power Company Limited
71,"IOCL - Coco Malleboinapally, Mahabubnagar",Telangana,Mahabubnagar,"Mahabubnagar,Mahabubnagar,Ma habubnagar",16.9388512,78.1818625,TATA Power Company Limited
72,"IOCL - Hitech Fp, Mahabubnagar",Telangana,Mahabubnagar,"Mahabubnagar town III,Mahabubnagar town III,Mahabubnagar town III",16.7471237,77.9803768,TATA Power Company Limited
73,"IOCL - Raja Rajeshwara F/P, Gangadhara",Telangana,Karimnagar,"Gangadhara,Gangadhara,Karimna gar",18.5659834,78.9872236,TATA Power Company Limited
74,IOCL - Abhirama As,Telangana,Medchal Malkajgiri,"Khammam,Khammam,Khamma m",17.5023269,78.4228867,TATA Power Company Limited
75,"Raju gari Ruchulu Highway Restaurants, NH65",Telangana,Suryapet,"Raju gari Ruchulu Highway Restaurants, NH65, Suryapet",17.1556787,79.597399,TATA Power Company Limited
76,7 Food Court (People Combine Pvt Ltd),Telangana,Suryapet,"7 Food Court (People Combine Pvt Ltd), Suryapet",17.1507847,79.5726457,TATA Power Company Limited
77,Kun Hyundai - Lakshmi Hyundai,Telangana,Ranga Reddy,"Kun Hyundai - Lakshmi Hyundai, Auto Nagar Saroornagar",17.3469405,78.5496547,TATA Power Company Limited
78,"IOCL - SRI RENUKA YELLAMMA FS, Lingareddypally",Telangana,Siddipet,"IOCL - SRI RENUKA YELLAMMA FS, Lingareddypally",18.0803034,78.8106496,TATA Power Company Limited
79,"TML-Select Cars, Hyderabad Rd - Kothirampur",Telangana,Karimnagar,"Karimnagar Town,Karimnagar Town,Karimnagar Town",18.4194114,79.1271112,TATA Power Company Limited
80,"TML-Venkataramana Motors, ECIL",Telangana,Medchal Malkajgiri,"ECIL,ECIL,Medchal Malkajgiri",17.5023269,78.4228867,TATA Power Company Limited
81,"TML-Sri Venkataramana Motors, Hyderabad Road",Telangana,Kamareddy,"Rajampet ,Rajampet ,Kamareddy",18.0777531,78.1304549,TATA Power Company Limited
82,"TML-Venkataramana Motors, Vansthalipuram",Telangana,Hyderabad,"Vanasthalipuram,Vanasthalipuram ,Hyderabed",17.4198717,78.4207402,TATA Power Company Limited
83,Sri Sai Family & Kanchetty Restaurant,Telangana,Nizamabad,"Sri Sai Family & Kanchetty Restaurant, Mittapally Village, Dichapally, Nizamabad",18.631857,78.1379628,TATA Power Company Limited
84,"Co-Operative Bank colony, Nagole (V), Uppal Mandal, Medchal-Malkajgiri (DT)",Telangana,Medchal Malkajgiri,"Co-Operative Bank colony, Nagole (V), Uppal Mandal, Medchal- Malkajgiri (DT)",17.370208,78.561387,TTL Electric Fuel Pvt Ld
85,CJG Filling Station,Telangana,Medchal Malkajgiri,"CJG Filling Station,Bandlaguda,Uppal,Medch al Malkajgiri",17.3706926,78.5683471,Bharath Petroleum Corporation Limited
86,"M/s. Filmore - BPCL Dealer, Attapur, Opp. Piller No. 137",Telangana,Hyderabad,"M/s. Filmore - BPCL Dealer, Attapur, Opp. Piller No. 137,Attapur,Rajendranagar,Hyder abad",17.3657827,78.4281923,Bharath Petroleum Corporation Limited
87,"Mailardevpally, Rajendranagar",Telangana,Hyderabad,"Mailardevpally, Rajendranagar,Mailardevpally,Raj endranagar,Hyderabad",17.31558,78.454251,Magenta EV Solutions Pvt Ltd
88,"Puppalguda Village, Sy No.297, Gandipet, Narsingi",Telangana,Ranga Reddy,"Puppalguda Village, Sy No.297, Gandipet, Narsingi,Ranga Reddy",17.404722222222222,78.3333611111111,Fresh Bus Private Limited
89,"Opp 7 Food court, Suryapet, Telangana.",Telangana,Suryapet,"Opp 7 Food court, Suryapet, Telangana.",17.150332,79.575811,UPMEDIA Solutions
90,"Khalender Nagar Community Hall, Santosh Nagar, Circle-7, GHMC Charminar Zone.",Telangana,Hyderabad,"Khalender Nagar Community Hall, Santosh Nagar, Circle-7, GHMC Charminar Zone.",17.345416666666665,78.50522222222222,ETO Motors Private Limited
91,"Moghalpura Sports Complex, Moghalpura, Circle-9, GHMC Charminar Zone.",Telangana,Hyderabad,"Moghalpura Sports Complex, Moghalpura, Circle-9, GHMC Charminar Zone.",17.35827777777778,78.47727777777779,ETO Motors Private Limited
92,"1-111, Dammaiguda, Hyderabad - 500083",Telangana,Medchal Malkajgiri,"1-111, Dammaiguda, Hyderabad - 500083",17.502822,78.588377,SUN Mobility Private Limited
93,"Sushine Farmhouse, Kandukur village, Ranga Reddy Dist,",Telangana,Ranga Reddy,"Sushine Farmhouse, Kandukur village, Ranga Reddy Dist,",17.030953,78.4883894,BPN Projects Pvt Ltd
94,"H.No.3-18, Mannanoor",Telangana,Nagarkurnool,"H.No.3-18, Mannanoor, Amrabad, Nagarkurnool",16.2102,78.4503,Samisthi Aranya Resort
95,"Baba Nagar, Nacharam X Roads",Telangana,Medchal Malkajgiri,"Baba Nagar, Nacharam X Roads, medchal malkajgiri",17.435672,78.55325,Manikya Anoop Kumar (Domestic)
96,Bharath Petroleum Batasingaram Village.,Telangana,Ranga Reddy,"Bharath Petroleum Batasingaram Village, Abdullapur, Rangareddy",17.307435,78.72375,Bharath Petroleum Corporation Limited
97,"5-3-32/2, Near Ramalayam Temple, Kukatpally",Telangana,Medchal Malkajgiri,"5-3-32/2, Near Ramalayam Temple, Kukatpally, ranga reddy",17.4868829,78.41323,SUN Mobility Private Limited
98,TSRTC Ranigunj Bus Depot,Telangana,Hyderabad,"TSRTC Ranigunj Bus Depot, Ranigunj, Secunderabad, Hyderabad-500003",17.4323664,78.48678444,TSRTC Ranigunj Bus Depot
99,TSRTC Kukatpally Bus Depot,Telangana,Medchal Malkajgiri,"TSRTC Kukatpally Bus Depot, Kukatpally, Moosapet 4 Junction,Hyderabad - 500048",17.47337,78.42577,TSRTC Kukatpally Bus Depot
100,TSRTC Jeedimetla Bus Depot,Telangana,Medchal Malkajgiri,"TSRTC Jeedimetla Bus Depot, Jedimetla, Hyderabad - 500055",17.52825,78.439629,TSRTC Jeedimetla Bus Depot
101,TSRTC Musheerabad 2 Bus Depot,Telangana,Hyderabad,"TSRTC Musheerabad-2 Bus Depot, Musheerabad, Hyderabad - 500020",17.406853,78.50325,TSRTC Musheerabad Bus Depot
102,TSRTC Hayathnagar 2 Bus Depot,Telangana,Ranga Reddy,"TSRTC Hayathnagar-2 Bus Depot, Hayath Nagar, Hyderabad - 501505",17.324934,78.5942843,TSRTC Hayathnagar Bus Depot
103,TSRTC BHEL Depot,Telangana,Sangareddy,"Hayathnagar, Hyderabad-R. C. Puram, Hyderabad - 500032",17.5193979,78.29122066,TSRTC BHEL Depot
104,"5-1-145/2, Plot No.99, Annapurna Colony,Meerpet Village, Uppal",Telangana,Medchal Malkajgiri,"5-1-145/2, Plot No.99, Annapurna Colony,Meerpet Village, Uppal",17.442974,78.566754,SUN Mobility Private Limited
105,"H.No.3-145,Srinivas Colony, Near Gandhi Statue, Saroornagar",Telangana,Ranga Reddy,"H.No.3-145,Srinivas Colony, Near Gandhi Statue, Saroornagar",17.354269,78.532134,SUN Mobility Private Limited
106,"Survey No.193, Sri devi Kalyan Estate, Yapral village",Telangana,Medchal Malkajgiri,"Survey No.193, Sri devi Kalyan Estate, Yapral village",17.500601,78.539632,SUN Mobility Private Limited
107,"Plot No. 26&27, Thokatta Village, Bowenpally, Secunderabad",Telangana,Medchal Malkajgiri,"Plot No. 26&27, Thokatta Village, Bowenpally, Secunderabad",17.465531,78.48146,SUN Mobility Private Limited
108,"No. 10-3/A, Raju Colony, Balanagar",Telangana,Medchal Malkajgiri,"No. 10-3/A, Raju Colony, Balanagar",17.464829,78.45528,SUN Mobility Private Limited
109,"Shop No. 36, H.No.8-4- 315/6/1/B/36, B Laxmi Complex, Fatehnagar, Erragadda",Telangana,Medchal Malkajgiri,"Shop No. 36, H.No.8-4- 315/6/1/B/36, B Laxmi Complex, Fatehnagar, Erragadda",17.457491,78.43287,SUN Mobility Private Limited
110,"H.No. 12-13-686, Nagarjuna nagar, Near Community Hall, Tarnaaka",Telangana,Hyderabad,"H.No. 12-13-686, Nagarjuna nagar, Near Community Hall, Tarnaaka",17.4278833,78.54341,SUN Mobility Private Limited
111,"No. 42-819, Old moulali, Malkajgiri",Telangana,Medchal Malkajgiri,"No. 42-819, Old moulali, Malkajgiri",17.462147,78.560244,SUN Mobility Private Limited
112,TSRTC Hayatnagar 1 Depot,Telangana,Ranga Reddy,TSRTC Hayatnagar 1 Depot,17.326522,78.592616,TSRTC Hayatnagar 1
113,TSRTC Kachiguda Bus Depot,Telangana,Hyderabad,TSRTC Kachiguda Bus Depot,17.38667,78.49854,TSRTC Kachiguda Bus Depot
114,TSRTC HCU Bus Depot,Telangana,Ranga Reddy,TSRTC HCU Bus Depot,17.468928,78.33085,TSRTC HCU Bus Depot
115,"Sandeep Road carriers,",Telangana,Medchal Malkajgiri,"Sandeep Road carriers,Bharath Petroleum Corp Ltd Medchal Village",17.613048,78.487654,BPCL
116,Sri lakshmi Venkateshwara Fuels,Telangana,Jogulamba Gadwal,"Sri lakshmi Venkateshwara Fuels, Bharath Petroleum Corp Ltd, Narayanapuram Village, Jogulamba Gadwal Dist",16.019617,77.950312,BPCL
117,S.S Enterprises,Telangana,Wanaparthy,"S.S Enterprises, Bharath Petroleum Corp Ltd, Rangapur Village, Wanaparthy Dist",16.167584,77.951031,BPCL
118,Tuba filling station,Telangana,Ranga Reddy,"Tuba filling station, Bharath Petroleum Corp Ltd, Palmakole, Ranga Reddy dist",17.189757,78.309087,BPCL
119,BP Ameerpet,Telangana,Hyderabad,"BP Ameerpet, Bharath Petroleum Corp Ltd, Ameerpet, Hyderabad",17.437549,78.442743,BPCL
120,Bandi Laxmikanthamma FS,Telangana,Medchal Malkajgiri,"Bandi Laxmikanthamma FS, Bharath Petroleum Corp Ltd, Aushapur Village, Ghatkesar",17.463766,78.729394,BPCL
121,Lalitha Fuel Point,Telangana,Ranga Reddy,"Lalitha Fuel Point, Bharath Petroleum Corp Ltd, Raidurg, Gachibowli",17.418394,78.388416,BPCL
122,Shabnams,Telangana,Ranga Reddy,"Shabnams Bharath Petroleum Corp Ltd, , Chintalkunta Old check post, L B Nagar,",17.342592,78.559211,BPCL
123,Vamsi Fuel Point,Telangana,Hyderabad,"Vamsi Fuel Point Bharath Petroleum Corp Ltd, Gandipet Main Road",17.380681,78.41011,BPCL
124,SVS Convention Velmalapally gate,Telangana,Nagarkurnool,"SVS Convention Velmalapally gate, Vangoor mandal, Srisailam Highway",16.637313,78.635139,SVS Convention
